User,Date,None,Retweet,Tweets,Label
blurrydxblas,11/9/2016 22:32,None,FALSE,RT @buterastana: Every time you rt this a homophobic trump supporter Will unfollow you https://t.co/Nia7Turo6s,?
Etude4nine,11/9/2016 22:32,None,FALSE,RT @KetanJ0: Trump isnt the source of my anxiety. Its the hundreds of millions of people who are openly supportive of white supremacist s ,?
kinoko161616,11/9/2016 22:32,None,FALSE,RT @dark_shark: Brian Eno: Trump is a wake up call. I am glad DiEM25 is awake. #American #election https://t.co/5JVSc6fU2h https://t.co/s ,?
JoPiercy,11/9/2016 22:32,None,FALSE,One of the few good things about Trump from a conservative &amp; good government perspective. Likely the best. Incompet  https://t.co/u5wfDHOdwO,?
happiestwes,11/9/2016 22:32,None,FALSE,@sebtsb Trumps won. everyone isnt in the best mood  ,?
ElenaAli_,11/9/2016 22:32,None,FALSE,RT @keydrauhl: DONALD TRUMP WOULD NEVER https://t.co/e0NSQZLdkG,?
Abdirahman_ALL,11/9/2016 22:32,None,FALSE,#sUPPORTMUSLIMSINAMERICA since trump won all the people that Trump said he would eradicate are just too scared to live,?
smxler,11/9/2016 22:32,None,FALSE,RT @EllenPompeo: Ewwwww gross https://t.co/hkDSR3OAqH,?
hike103,11/9/2016 22:32,None,FALSE,RT @dansvllivan: me if donald trump gets elected: https://t.co/jfmLOAJ2NY,?
cmmills321,11/9/2016 22:32,None,FALSE,RT @LOLGOP: Kinda thing it might have been good to know before the election. https://t.co/T5TeUXwmv9,?
MightyBlessed1,11/9/2016 22:32,None,FALSE,RT @netanyahu: I congratulate Donald Trump on being elected the 45th President of the United States of America. https://t.co/mD2lIn6L2k,?
BarinderS,11/9/2016 22:32,None,FALSE,RT @HuffingtonPost: George Takei offers heartfelt advice for how to get through Trumps presidency https://t.co/cBVK8M6lMQ https://t.co/I4Q ,?
OLVOXO,11/9/2016 22:32,None,FALSE,RT @naveenchristian: If you voted for TrumpWe arent friends anymore.Your vote was personal.Unfollow me.Block me.Unfriend me.I dont ,?
nanodont,11/9/2016 22:32,None,FALSE,RT @Jus1Nyt: Obama: Trump is our next President.Biden:  https://t.co/TgTLH8X1Ul,?
ai_ind1go,11/9/2016 22:32,None,FALSE,RT @thedrumsforever: sending out a little extra love to LGBTQ kids with parents who voted Trump. Im walking in those same shoes. Stay stro ,?
ManuelDaCreator,11/9/2016 22:32,None,FALSE,RT @TheDailyShow: .@JordanKlepper goes to a Trump rally to uncover the hottest new conspiracy theories around Hillary Clinton and Pre ,?
Jasmine_lbg,11/9/2016 22:32,None,FALSE,RT @rainymondays: fyi to assassins: if u try to eliminate trump make sure u also pay a visit to pence bc if not hell become president... ,?
allisonnmason,11/9/2016 22:32,None,FALSE,RT @alxdoge: A kid at my school got suspended for holding a Trump flag after a bunch of Mexicans and blacks where threatening to kill him. ,?
dt051001,11/9/2016 22:32,None,FALSE,RT @amyharvard_: Not even 24 hours yet. My friends sister who is Muslim had a knife pulled on her by a Trump supporter while on the bus ,?
naim_luqman98,11/9/2016 22:32,None,FALSE,RT @syababaddin: How are Islam when Donald Trump is the new president of America ? Its really hard to be a good Muslim.Allahuakbar https ,?
chelseakgarcia,11/9/2016 22:32,None,FALSE,RT @YoungCons: Chants breaking out in front of White House F*** Donald Trump.Remember when Republicans did that in 2008 and 2012 to Ob ,?
shakun_kaushal,11/9/2016 22:32,None,FALSE,RT @RobJustJokin: Donald Trump the man that is leading the popular vote AND electoral vote is on trial for rape tomorrow. Let that sink a ,?
Famoyegun_S,11/9/2016 22:32,None,FALSE,RT @NigeriaNewsdesk: Trump s win a victory against globalisation   experts https://t.co/uiqhtMsLAx via @todayng https://t.co/lZwA3cU7SE,?
vegaslifetoday,11/9/2016 22:32,None,FALSE,US stocks gain following Trump victory; bond prices tumble https://t.co/wY0BijMJI8 #vegas #lasvegas #lvrj https://t.co/eAdIeXroIs,?
Badluckchuk,11/9/2016 22:32,None,FALSE,RT @NatGeo: Trump s surprising victory will ignite a dramatic change to U.S. environmental policy and the stakes are enormous https://t.co/ ,?
theliongoddess,11/9/2016 22:32,None,FALSE,RT @erickhypes: When people say there no reason to freak out over trump https://t.co/evxQb9s9te,?
JeffMoDEAN,11/9/2016 22:32,None,FALSE,RT @JonesOnTheNBA: Its not just Trump voters. A TON of people that voted for Obama (a black man) didnt show up for this election. Bu ,?
perksofjaja,11/9/2016 22:32,None,FALSE,RT @marcmaron: 25.6 voted Clinton25.5 voted Trump46.9 didnt voteand thats how democracy dies,?
markskull,11/9/2016 22:32,None,FALSE,RT @Timcast: Last night in DC many #Trump supporters told me they believed Bernie Sanders would have beaten Trump easily.,?
taylorladell,11/9/2016 22:32,None,FALSE,RT @kndlhawk: You stand for the National Anthem in honor of the courageous men and women who have fought for you to do so. Not th ,?
DaddyDeplorable,11/9/2016 22:32,None,FALSE,RT @wikileaks: According to Canadian press the US ambassador to Canada has stated that Obama will push for #TPP to passed before Trump take ,?
AlwaysThinkHow,11/9/2016 22:32,None,FALSE,RT @TeaPainUSA: Trumps election will usher in the end of our country but theres a silver lining. The air quality will be so poor we won ,?
houielottalove,11/9/2016 22:32,None,FALSE,RT @realjunsonchan: Markets skyrocketing foreign leaders signaling they are happy to work with #trump. Idiot media want war with all.,?
SnappyErika,11/9/2016 22:32,None,FALSE,RT @anirudhskatoch: 66 of white women voted for Trump https://t.co/ROJygrLJYP,?
kingszjmcth,11/9/2016 22:32,None,FALSE,RT @notwokecait: trump didnt require experience to run for PRESIDENT of the united states and win but i got rejected from a job at kfc for ,?
JoieWillis,11/9/2016 22:32,None,FALSE,RT @StonerGifss: i cant believe Trump wonwhat are we gonna dothis is so scaryme: https://t.co/jsvozZQdZr,?
shaenkdreams,11/9/2016 22:32,None,FALSE,RT @TheToddWilliams: TRUMP: Lets get that Muslim Band goingBand? We thought you said banTRUMP: No way thats harsh. Also hows tha ,?
Supermanley101,11/9/2016 22:32,None,FALSE,Trump can be impeached under Article II of the constitution before he even takes office. Best news Ive heard all day.,?
icze4lion,11/9/2016 22:32,None,FALSE,RT @mtracey: Trumps margin of victory in Ohio (8.6) is the greatest for any candidate in the state since 1988 (George H. W. Bush won by 1 ,?
balbyirene,11/9/2016 22:32,None,FALSE,my 15 y/o little sister: Donald Trump is more than likely to get assassinated....soooooo there really isnt much you have to worry about,?
red_sunflower_k,11/9/2016 22:32,None,FALSE,RT @FINALLEVEL: The Tension Mounts... https://t.co/LqRyK2NmTm,?
akawhit1,11/9/2016 22:32,None,FALSE,RT @Lagartija_Nix: Bon Voyage! 23 Celebrities That Said Theyll Leave The Country If Trump Wins https://t.co/EssRSSGL3w @DHecei @cnn @FoxNe ,?
glowrockvato,11/9/2016 22:32,None,FALSE,Please help support Fuck trump add a #Twibbon now! https://t.co/BCoRLHebWR,?
NancyCappola1,11/9/2016 22:32,None,FALSE,America abandoned brillance.  Trump supporters revel in victory across the nation https://t.co/mTR3Cazws3,?
AdrianRob_,11/9/2016 22:32,None,FALSE,RT @fox5dc: WATCH: Students burn American flags at American University to protest Trumps win https://t.co/u4y2xX2sxe #fox5dc #Postelection,?
hmrsrn,11/9/2016 22:32,None,FALSE,RT @ShopSeasonCaps:   TRUMP #NotMyPresident   https://t.co/Kp5CrIEyRv,?
DaVionLuV,11/9/2016 22:32,None,FALSE,RT @antiloud: RT if @Rihanna is better than Trump and Hillary Artist of the Year #AMAs #ElectionNight #Election2016 https://t.co/CutuDQkeCF,?
agentohio1998,11/9/2016 22:32,None,FALSE,RT @sodayz_: Trump supporters: so youre really going to continue to call Obama your president  Me: https://t.co/HqIFae4nDQ,?
Open1Us,11/9/2016 22:32,None,FALSE,RT @nytimes: Donald Trumps victory on front pages worldwide https://t.co/0mZVj523Nh https://t.co/KzKTM7tDUZ,?
johnnybrucato,11/9/2016 22:32,None,FALSE,Lady Gaga s Twitter Attack On Melania Trump Lands Her In Handcuffs When The Two Meet Face To Face https://t.co/0vjXc7grW6,?
JephTHABeast,11/9/2016 22:32,None,FALSE,RT @TheTrillyBilly: I mean Im willing to give Trump a chance. He won and theres nothing we can do about it now. But what I dont underst ,?
JaeeTaughttYouu,11/9/2016 22:32,None,FALSE,RT @SGBATMAN04: My baby was laughing until i told him trump his president  https://t.co/elZpt4Nrg8,?
joeverhnpk,11/9/2016 22:32,None,FALSE,RT @EPLBible: - Leicester Champions  - Brexit happening  - Liverpool top of the league  - Donald Trump US president   https://t.c ,?
SylviaIrok,11/9/2016 22:32,None,FALSE,RT @theborneopost: Donald Trump has stunned America and the world riding a wave of populist resentment to defeat Hillary Clinton in... htt ,?
Saichiiro,11/9/2016 22:32,None,FALSE,RT @amyharvard_: Not even 24 hours yet. My friends sister who is Muslim had a knife pulled on her by a Trump supporter while on the bus ,?
reinaakathleen,11/9/2016 22:32,None,FALSE,RT @evrack: sorry for holding the president to higher standards than fucking lil wayne https://t.co/auo5u0sk2z,?
o__o_ari,11/9/2016 22:32,None,FALSE,Can we all stfu bout trump now Jesus Christ,?
Autumn_Smurf,11/9/2016 22:32,None,FALSE,RT @antoniodelotero: resign https://t.co/FPt2aL4hqN,?
Othersiddde,11/9/2016 22:32,None,FALSE,RT @30secondrock: Who would you rather have for president: Fav: Trump or ClintonRT: a Gibson Les Paul guitar https://t.co/jdzYycyOys,?
OfeliasHeaven,11/9/2016 22:32,None,FALSE,RT @nationalpost:  We re screwed : Mexicans reel in shock horror after Donald Trumps victory over Hillary Clinton https://t.co/ZvPrWRVTib,?
BennettsField,11/9/2016 22:32,None,FALSE,RT @GregHalford15: As if the #simpsons predicted #trump as president 16 years ago. https://t.co/9ebARKiwzC,?
AbigailSinclai5,11/9/2016 22:32,None,FALSE,RT @JackMurphyRGR: Some thoughts on the election: https://t.co/Fl7umJcAAr,?
ashleeschrand,11/9/2016 22:32,None,FALSE,RT @teenagernotes: Not only did the Simpsons predict Trump winning they even predicted the electoral map and they got it right. https:// ,?
jtpallai1,11/9/2016 22:32,None,FALSE,Back stabber https://t.co/3BdJlRpOgx,?
Phayd2Blaque,11/9/2016 22:32,None,FALSE,@KingLadyGaga @SOUTHERNjamespb Trump was elevated by #sexism and the fascist interference of the FBI. This election was a sham.,?
erickmbennett,11/9/2016 22:32,None,FALSE,@KarusFreda God talks about Trump and America in the Holy Bible please take a moment to look over thank you https://t.co/wrdB93J0f5,?
Marioun2,11/9/2016 22:32,None,FALSE,RT @HistoryToLearn: Not only did the Simpsons predict Trump winning they even predicted the electoral map and they got it right. https:/ ,?
billclunie,11/9/2016 22:32,None,FALSE,I never liked deplorable. I think dumbass is more to the point. https://t.co/YCMSFWMdpv,?
bcpadillag,11/9/2016 22:32,None,FALSE,RT @PURAVlDA: ALL U WHITE BITCHES THAT VOTED FOR TRUMP BETTER NOT BE IN ROSARITO FOR PAPAS &amp; BEER FOR SPRING BREAK FOH,?
_lmaojada,11/9/2016 22:32,None,FALSE,RT @HillaryClinton:  Donald Trump is going to be our president. We owe him an open mind and the chance to lead.   Hillary,?
TheJozofLife,11/9/2016 22:32,None,FALSE,New blog post. https://t.co/V20skuTzQX,?
jtrujillo109,11/9/2016 22:32,None,FALSE,RT @__chamira: Trump supporter pulled knife on Muslim girl this morning on the bus #UIUC,?
celinesweetee,11/9/2016 22:32,None,FALSE,RT @IamDeeMerlon: I now understand why Trump won. Watch this   https://t.co/L4Wrj3N5oq,?
jodycrystalkarg,11/9/2016 22:32,None,FALSE,@vsvmuel and trump can now appoint justices to the Supreme Court making it majority conservative also,?
basedcunte,11/9/2016 22:32,None,FALSE,It begins https://t.co/lsrLb0UoPL,?
blastermaster41,11/9/2016 22:32,None,FALSE,RT @Roark__: VIDEO OF THE YEAR: Apoplectic @maddow comes to terms with PRESIDENT TRUMPhttps://t.co/T1iAbk1veE,?
yung_kagome,11/9/2016 22:32,None,FALSE,RT @superqueenica: conversion therapy (which trump/pence support) is known to raise LGBTQ teen suicides a shit ton women punished f ,?
wolfdsd,11/9/2016 22:32,None,FALSE,Why would they impeach him if he isnt in the office for another 3 months? https://t.co/1WDwBnJZjA,?
DVGGER,11/9/2016 22:32,None,FALSE,Trump aint even in Office and Yall already killing yallself? Sad Niggas  ,?
AzianaTeh,11/9/2016 22:32,None,FALSE,RT @kanadajin3: This is why my voice on this matters too. :/ please Canada buy our stuff ^^ and other countries^^  https://t.co/D91EHH4azI,?
Geopolitik_MP,11/9/2016 22:32,None,FALSE,RT @TEN_GOP: Hillary supporters burn American flag riot and threaten to kill Trump after losing election.Thats exactly why t ,?
anastasia_0010,11/9/2016 22:32,None,FALSE,RT @TheMavsQueen: Trump Supporters. This is the last thing Im posting today.  https://t.co/vxFbfvQb7a,?
ericka_symone,11/9/2016 22:32,None,FALSE,RT @_MandaaaS: Trump isnt even impressed. He cant even believe yall were this dumb. https://t.co/xo6tpq5gA1,?
Mz_FYRE_WORKZ,11/9/2016 22:32,None,FALSE,RT @activist360: GOPrs obstructed our 1st black pres for 8 yrs   now they expect us to rally behind racist birther Trump? NOT NOW NOT EVE ,?
RaffaellaDeFili,11/9/2016 22:32,None,FALSE,Meet Trumps Cabinet-in-waiting https://t.co/P39R1sWPGM,?
CSpange,11/9/2016 22:32,None,FALSE,RT @tkbeynon: BAE Systems one of the biggest weapons manufacturers in the world has seen its shares hit a record high today on ,?
KahRobot,11/9/2016 22:32,None,FALSE,RT @merelynora: So Trump can run with no political background but I need over 5 years experience &amp; a masters for an entry level job https: ,?
MattVotedTrump,11/9/2016 22:32,None,FALSE,RT @TODAYshow: BREAKING: Donald Trump wins the key battleground state of Ohio @NBCNews projects https://t.co/yrsQZUNatG ,?
Seyer05,11/9/2016 22:32,None,FALSE,RT @seasoncaps:   TRUMP #NotMyPresident   https://t.co/o3vvwc7lFv,?
kylee_broome,11/9/2016 22:32,None,FALSE,caused trump to be president? bc actually my coworker who is a female latina immigrant AND bisexual supported tr  https://t.co/WPYOvqYRGB,?
dickdocc,11/9/2016 22:32,None,FALSE,Trump is a banana placed in a condom and smeared with chunky peanut butter. This is the symbol of Amerikkka: the Trump Banana,?
MakeSumSense,11/9/2016 22:32,None,FALSE,So much good happened last night. https://t.co/5OCZpeiXrQ,?
irmaalundkvist,11/9/2016 22:32,None,FALSE,RT @iKimmyJongUn: I should have killed him 6 years ago https://t.co/qaNqwmVu1n,?
iamraechellynnn,11/9/2016 22:32,None,FALSE,RT @ChaseSitzz: Liberals: Dont generalize an entire population of people!Liberals: All Trump supporters are racist homophobic misogy ,?
_ChrisTheLoser,11/9/2016 22:32,None,FALSE,RT @OGPatThaGod: Being stereotyped and talked down upon sucks huh? I cant imagine what youre going through https://t.co/PHSg9DWffL,?
bernardwork89,11/9/2016 22:32,None,FALSE,RT @nationalpost: Via @fullcomment: John Ivison: If Trump stops carbon taxes in the U.S. should Canada do the same to remain com... https: ,?
SeanBeney23,11/9/2016 22:32,None,FALSE,@GriffinKlein2 But when Trump couldnt promise he would honor the results everyone lost their minds,?
crystalwbu,11/9/2016 22:32,None,FALSE,RT @mami_chique: Donald Trump is not my President. I will disrespect the fuck outta him like you white folks did to Obama. Fuck him and his ,?
ZennobiaD,11/9/2016 22:32,None,FALSE,RT @Chillselda: EVER. IN. MY. BLACK. ASS. LIFE https://t.co/L7WxRsqhZG,?
carlystrait,11/9/2016 22:32,None,FALSE,RT @TheDailyShow: Trevor reacts to Donald Trump s stunning victory. https://t.co/z960ApexhT https://t.co/fUrZUgR95s,?
_mariadecember,11/9/2016 22:32,None,FALSE,RT @fonzfranc: She can be first in line for Mike Pences electro-shock conversion therapy then. Dumbass. https://t.co/OniPtngJfc,?
TheDrunkJake,11/9/2016 22:32,None,FALSE,@Felicia_Cloke Shit it looks like Trump played Got Your Nose with her and never gave it back,?
ScottieBPihh,11/9/2016 22:32,None,FALSE,RT @NChurlinov: #TrumpsFirstOrder will be to put big TRUMP sign on top of the White House.,?
plum_sydney20,11/9/2016 22:32,None,FALSE,Im not racist sexist homophobic nor do I hate Muslims.I AM a Trump supporter and calling me these things is wrong &amp; wont change my views,?
kwonthighs,11/9/2016 22:32,None,FALSE,RT @StatsBritain: If every Briton adopted one American everyone who didnt vote for Donald Trump could have a lovely home in Britain by Thu ,?
IAmTHEMcluvin,11/9/2016 22:32,None,FALSE,RT @CBS5AZ: Valley students walk out of class march to Arizona State Capitol in protest of Trumps win https://t.co/dC29yHus92 https://t.c ,?
claire_lefton,11/9/2016 22:32,None,FALSE,RT @__keating: Many LGBT people are deeply afraid to find out what their lives will look like now. https://t.co/upLv9469LY,?
TheePinkLady,11/9/2016 22:32,None,FALSE,RT @QUEcified: Na yall own that shit. https://t.co/lLWilojS86,?
nepen813,11/9/2016 22:32,None,FALSE,RT @Jus1Nyt: Obama: Trump is our next President.Biden:  https://t.co/TgTLH8X1Ul,?
cuddly_punk,11/9/2016 22:32,None,FALSE,Ignore Trump have some ferrets https://t.co/glk5lsXNKd,?
dingleparan,11/9/2016 22:32,None,FALSE,RT @KTLA: .@csunorthridge students protest election results: Hey hey ho ho Donald Trump has got to go https://t.co/3YHpIoOtA2,?
blkleatherette,11/9/2016 22:32,None,FALSE,RT @chris_roberson: Watching Trump win by 1 in states where third party candidates took 2... Fuck you and your protest votes you special ,?
valenrusconii,11/9/2016 22:32,None,FALSE,RT @biebercentrals: i cant believe how heartless you must be to vote for trump  https://t.co/DBSo1mBdk2,?
WNRJR,11/9/2016 22:32,None,FALSE,RT @Students4Trump8: Muslims Have Spoken: WE WILL LEAVE THE USA if Trump Elected Lets help them Pack FREE AIRFARE FOR ALL Muslims Leavin ,?
grimskeeter,11/9/2016 22:32,None,FALSE,@BiniBabies I cant blame them. Ive already heard terrible shit that trump supporters have done to minorities. You never expect it to -,?
SwankyKindaGuy,11/9/2016 22:32,None,FALSE,RT @TheOrlandoJones: Donald Trump is our next POTUS. Glenn Beck is suddenly woke af. In the face of this reality Im forced to question if ,?
OfeliasHeaven,11/9/2016 22:32,None,FALSE,RT @nationalpost:  We re screwed : Mexicans reel in shock horror after Donald Trumps victory over Hillary Clinton https://t.co/vJm3xIZw4j,?
i_russianspy,11/9/2016 22:32,None,FALSE,RT @palmchanel: we hate trump because of his BELIEFS. yall hated obama because hes BLACK.,?
FeltonGreg,11/9/2016 22:32,None,FALSE,Kendziors piece is ignorant and inaccurate. Fascism has been in the US since Reagan. Also Clinton was unelectable  https://t.co/vinF4w0BKK,?
gsmith_17,11/9/2016 22:32,None,FALSE,RT @seanmartinnf: If Trump wins I dont wanna hear a single bigot say Respect him. He won when Ive listened to 8 years of he aint MY p ,?
elysianclaire,11/9/2016 22:32,None,FALSE,RT @joycexmanor_: i seriously heard this dude say i want trump to win so we can do whatever we want to women and if that isnt the most t ,?
W_I_france,11/9/2016 22:32,None,FALSE,What Trumps foreign critics said before he won https://t.co/7E5bWjKWcR,?
lizzayyeeeee,11/9/2016 22:32,None,FALSE,RT @JuniorLozano_: Saying you were moving to Canada if trump won was funny like the first day ... now its annoying,?
trichards848,11/9/2016 22:32,None,FALSE,Stan Van Gundy lobbing truth grenades instead of Xs and Os https://t.co/V1wfbfox0x,?
alrightythenfa1,11/9/2016 22:32,None,FALSE,RT @YourAnonNews: Impeach Donald Trump is worldwide trending,?
LyttleRed_,11/9/2016 22:32,None,FALSE,RT @Tshyka: I want to mute all tweets containing trump and Republican from appearing on my tl,?
lmtpapa007,11/9/2016 22:32,None,FALSE,@Luetin09 @YouTube just watched your trump video and you sir are a retard.,?
lauriecann,11/9/2016 22:32,None,FALSE,RT @absurdistwords: Trumps presidency is a result of us not really seeing each other or our country for who we are and what it is.We can ,?
misterpugstache,11/9/2016 22:32,None,FALSE,RT @WeThankYouHRC: #MT @tenorbudsJust in case you thought Trump becoming president was a nightmare... #NotMyPresident #ImStillWithHer http ,?
maka_maika,11/9/2016 22:32,None,FALSE,RT @paulwesley: An American Tragedy. https://t.co/dnodWgsUbH,?
sugarsugar95,11/9/2016 22:32,None,FALSE,RT @corinnestark752: Economic anxiety strikes again. https://t.co/Cth1kXtKp8,?
Bliadhnaichean,11/9/2016 22:32,None,FALSE,RT @Charles_HRH: Donald Trump on the phone. Apparently he has been rather busy on his first day as the US President. https://t.co/O0acOgZPS2,?
1nashman,11/9/2016 22:32,None,FALSE,RT @amymartine: Thought Trump becoming President would be the most shocking thing today until I heard Thats me and mummy in the basement ,?
qudo18,11/9/2016 22:32,None,FALSE,RT @JoseGuapo: Trump aint gone stop my money.,?
NDF101,11/9/2016 22:32,None,FALSE,RT @marygeorgant: Large crowd has gathered in Columbus Circle to protest Trumps election https://t.co/yPe9UbuuWC,?
grifffinsu,11/9/2016 22:32,None,FALSE,RT @jeremycorbyn: Trumps election is a rejection of a political establishment and an economic system that has left too many people ,?
5_harmony_12,11/9/2016 22:32,None,FALSE,RT @Jus1Nyt: Obama: Trump is our next President.Biden:  https://t.co/TgTLH8X1Ul,?
DefendBrooklyn0,11/9/2016 22:32,None,FALSE,RT @JuddApatow: Just watch.  Just watch.  No swamp will he drained.  Same old GOP. https://t.co/Sk40U4UZGC,?
MatriarchAthena,11/9/2016 22:32,None,FALSE,RT @businessinsider: Private prison stocks are soaring after Donald Trumps election $CXW $GEO https://t.co/Ps7zyIUqx0 https://t.co/b6nQkrz ,?
asyrafgiant,11/9/2016 22:32,None,FALSE,RT @azymanzur: Trump Won. Whos fucked? https://t.co/ObrDYE6G2A,?
TheKomalSingh,11/9/2016 22:32,None,FALSE,RT @Mj_ThaKidd: yall want Trump as president but dont realize the amount of racism and ignorance shown by the crowd behind him... https:/ ,?
antonizo_odoms,11/9/2016 22:32,None,FALSE,RT @TheRealHaiazi: but we never wanted one of these rappers as president. https://t.co/0DUqvttBaD,?
avabearrr,11/9/2016 22:32,None,FALSE,RT @TheFunnyVine: Now that Trump is president https://t.co/6rjzebwrIh,?
kellieartata,11/9/2016 22:32,None,FALSE,RT @kareguev: if trump wins Mexico wont send us anymore avocados.... how u white folks feels about that? no more avocado toast for brea ,?
Bigage72,11/9/2016 22:32,None,FALSE,Has anyone asked the Trump campaign how they knew about hidden votes in certain states? Planned denial to throw polls?,?
heyimTT,11/9/2016 22:32,None,FALSE,RT @chrisandqueen_: Yall leader is Donald Trump .Ours is Jesus Christ .   We Good .  ,?
helene_vdb,11/9/2016 22:32,None,FALSE,#BrusselsAttacks #brexit and #Trump for president thanks 2016 it has been a true pleasure,?
AlyssaCorbeil,11/9/2016 22:32,None,FALSE,RT @sciam: In September Trump selected one of the best-known climate skeptics to lead his EPA transition team https://t.co/tixzJ9FvSL,?
deniztarikan,11/9/2016 22:32,None,FALSE,RT @erinarikan: i hate them BOTH SO MUCHHC https://t.co/j0GmH9kVAK,?
brexitmarch,11/9/2016 22:32,None,FALSE,After Trump and Brexit populist tsunami threatens European mainstream https://t.co/agDs6ACJ7c #BREXIT #StrongerIn #No2EU #EUref #LeaveEU  ,?
alissa_1213,11/9/2016 22:32,None,FALSE,RT @LifeWithAlcohol:  Trump Clinton Getting drunk,?
kanor_,11/9/2016 22:32,None,FALSE,RT @TasiaaMooore: trump supporters are blinded by privilege and lack empathy for minorities,?
joeljerushan,11/9/2016 22:32,None,FALSE,What does a President-elect Trump mean for Silicon Valley? Nothing very good. https://t.co/fWD1Zt05NP https://t.co/6Mhjtz388r,?
jusiper,11/9/2016 22:32,None,FALSE,RT @lheron: It begins: Trump Picks Top Climate Skeptic to Lead EPA Transition https://t.co/HiuidCIMEZ,?
Nitrovixen_64,11/9/2016 22:32,None,FALSE,Red necks confederate flags camouflage 1 branch family trees and guns. SO NOT FUNNY. #IMINSHOCK #falseprophet  https://t.co/yFnROur4MJ,?
_JustinDean,11/9/2016 22:32,None,FALSE,RT @imanileigh: maam please shut all the way the fuck up. https://t.co/OAch05iAte,?
chrssruden,11/9/2016 22:32,None,FALSE,RT @Jonbuckhouse: Donald J. Trump has won the election l. Will you accept these results? #EdgeOf17 #electionday #IVOTED #NotMyPresident #St ,?
BryanKemp_,11/9/2016 22:32,None,FALSE,RT @YoungCons: Chants breaking out in front of White House F*** Donald Trump.Remember when Republicans did that in 2008 and 2012 to Ob ,?
Hallum1324,11/9/2016 22:32,None,FALSE,RT @Gidi_Traffic:  @johnchuka47: Meek mill has traced his lineage to a Nigerian actor ... #FearOf Trump @Gidi_Traffic https://t.co/mTzyNUdd ,?
Darthskys,11/9/2016 22:32,None,FALSE,RT @azfamily: Valley students walk out of class march to Arizona State Capitol in protest of Trumps win https://t.co/erxBjomolM https://t ,?
Myleahh,11/9/2016 22:32,None,FALSE,RT @TrayneshaCole: Protests erupted in Oakland Portland and Westwood California last night after #Trump won the presidency ,?
EagleFishTech,11/9/2016 22:32,None,FALSE,Nasty woman https://t.co/K0uT3t83aH,?
MichaelMothethe,11/9/2016 22:32,None,FALSE,RT @GovernmentRF: If President Trumps administration is ready for full-fledged cooperation between our countries we stand ready too #Med ,?
JMilli_29,11/9/2016 22:32,None,FALSE,RT @HipHopWired: David Banner On Trump Election:  The Best Thing To Ever Happen To Black People  [#VIDEO] https://t.co/vzf0y9bXMV,?
belloayoola,11/9/2016 22:32,None,FALSE,RT @Independent: Donald Trumps plan to ban Muslims from America just disappeared from his websitehttps://t.co/cQyeBKdCgn,?
CurlyyTay,11/9/2016 22:32,None,FALSE,RT @StussyTheGoat: Biden: Trump better not get in my face cause Ill drop that motherfuckerObama: Shut up Joe. https://t.co/FEvvPHGdDi,?
songprocess,11/9/2016 22:32,None,FALSE,Make it stop. https://t.co/sUQWSFpyLX,?
BostonCloser,11/9/2016 22:32,None,FALSE,RT @GOPPollAnalyst: Does President Trump get to keep his current Secret Service codename? Or pick another?@realDonaldTrump - Mogul@MELAN ,?
lyndaaneno,11/9/2016 22:32,None,FALSE,RT @jeremycorbyn: Trumps election is a rejection of a political establishment and an economic system that has left too many people ,?
tyyheaden,11/9/2016 22:32,None,FALSE,RT @DonRaww: imagine living like this all your life tho   https://t.co/AiY7pSXpUn,?
ItsBouquet,11/9/2016 22:32,None,FALSE,RT @nonstoptom: Turnbull just spent a year pretending to like Abbotts policies. Hes the perfect PM to pretend to like Trump.,?
ItsMarcusBish,11/9/2016 22:32,None,FALSE,RT @SkyWilliams: 5 min after trump gets elected*record scratch**freeze frame*Yup thats me. youre probably wondering how I e ,?
Bree_Kings,11/9/2016 22:32,None,FALSE,Regretting things pretty fast America. https://t.co/KlX9Kc9iJh,?
Gostkowski_3,11/9/2016 22:32,None,FALSE,RT @WORLDSTAR: Hillary and Trump will never reach this level https://t.co/IaKIzm156U,?
WDoINeedTLearn,11/9/2016 22:32,None,FALSE,TechCrunch: What does a President-elect Trump mean for Silicon Valley? Nothing very good. https://t.co/IT5sj7fJwP https://t.co/arhDOftfSg,?
GingerSnapKid,11/9/2016 22:32,None,FALSE,The fact that the KKK is still active wrecks me.The fact that Trumps victory catalyzed their resurgence in AL... I dont even know. Lord.,?
AdamEDowner,11/9/2016 22:32,None,FALSE,RT @pixelatedboat: Step 1: Dems say we couldnt beat Trump people are just too racistStep 2: Dems say sadly we have to be more racist,?
Michael_Roy,11/9/2016 22:32,None,FALSE,Trump claimed more minority votes than did Mitt Romney in 2012. Excited to see how he works to prove he is a president for all Americans!  ,?
dukeofrochdale,11/9/2016 22:32,None,FALSE,RT @MMFlint: The media is quickly trying to hit reset &amp; start their new (equally false) narrative: The CHANGE election &amp; Trump as Healer ,?
stevewoodYYC,11/9/2016 22:32,None,FALSE,RT @AmandaMarcotte: For his supporters the victory is Pyrrhic. Women will not be returning to the kitchen. The destruction Trump will brin ,?
Rocio_reyes34,11/9/2016 22:32,None,FALSE,Bitchhhhhh is you dumb https://t.co/OCjOnqwDcZ,?
huskyjustice,11/9/2016 22:32,None,FALSE,RT @KEEMSTAR: To all the Hillary supporters.The election is over.. lets stop the hate.We are all on the same team.  #TeamAmerica haha ,?
